 R   <X|C|X>   <X|C|A>   <X|C|B>   <X|C|C>   <A|C|X>   <A|C|A>   <A|C|B>   <A|C|C>   <B|C|X>   <B|C|A>   <B|C|B>   <B|C|C>   <C|C|X>   <C|C|A>   <C|C|B>   <C|C|C> 
28.79 1.0 0.0 0.0 0.0 0.0 0.9994468577631215 -0.03324253896771112 0.0009478005678073854 0.0 0.033223651582066256 0.9968103659635048 -0.07255310482339057 0.0 0.0014672563237676096 0.07254445673732704 0.9973634404676547
28.8 1.0 0.0 0.0 0.0 0.0 0.9994482757768307 -0.03319996695357249 0.000944705675992229 0.0 0.03318122890526294 0.9968247294897469 -0.07237500162303165 0.0 0.0014613254774228062 0.07236641180275903 0.9973763867178245
28.81 1.0 0.0 0.0 0.0 0.0 0.9994496902057615 -0.03315744748991635 0.0009416224043290381 0.0 0.0331388573538083 0.9968390073376957 -0.07219754501857414 0.0 0.0014554241847880335 0.07218901301973002 0.9973892508644446
28.82 1.0 0.0 0.0 0.0 0.0 0.9994511010661491 -0.03311498048432836 0.0009385505064798457 0.0 0.03309653699321046 0.9968532049239394 -0.07202071606345756 0.0 0.0014495513039850206 0.07201224147064465 0.9974020383097042
28.83 1.0 0.0 0.0 0.0 0.0 0.9994525083679031 -0.03307256584310381 0.0009354899311367649 0.0 0.03305426774111978 0.99686732279838 -0.07184451158112841 0.0 0.0014437066692697283 0.07183609398210015 0.9974147495936859
28.84 1.0 0.0 0.0 0.0 0.0 0.9994539121209024 -0.03303020347273821 0.0009324406272479387 0.0 0.033012049515295946 0.9968813615071415 -0.07166892841291467 0.0 0.0014378901159016735 0.07166056739855298 0.9974273852527248
28.85 1.0 0.0 0.0 0.0 0.0 0.9994553123349957 -0.03298789327992705 0.0009294025440165972 0.0 0.03296988223360812 0.9968953215925873 -0.0714939634179543 0.0 0.0014321014801397635 0.07148565858224755 0.9974399458194242
28.86 1.0 0.0 0.0 0.0 0.0 0.9994567090200017 -0.03294563517156535 0.0009263756309001055 0.0 0.03292776581403496 0.9969092035933377 -0.07131961347312343 0.0 0.0014263405992381076 0.0713113644131445 0.9974524318226735
28.87 1.0 0.0 0.0 0.0 0.0 0.9994581021857089 -0.032903429054747316 0.0009233598376090092 0.0 0.03288570017466474 0.9969230080442858 -0.07114587547296433 0.0 0.0014206073114418306 0.07113768178884874 0.9974648437876648
28.88 1.0 0.0 0.0 0.0 0.0 0.9994594918418758 -0.032861274836766034 0.0009203551141060925 0.0 0.03284368523369545 0.9969367354766159 -0.07097274632961409 0.0 0.001414901455982905 0.07096460762453824 0.99747718223591
28.89 1.0 0.0 0.0 0.0 0.0 0.9994608779982309 -0.03281917242511302 0.00091736141060542 0.0 0.032801720909434826 0.9969503864178199 -0.07080022297273238 0.0 0.001409222873075954 0.0707921388528919 0.997489447685258
28.9 1.0 0.0 0.0 0.0 0.0 0.9994622606644731 -0.03277712172747797 0.0009143786775713947 0.0 0.032759807120300535 0.9969639613917146 -0.07062830234943013 0.0 0.001403571403914086 0.07062027242401835 0.9975016406499119
28.91 1.0 0.0 0.0 0.0 0.0 0.9994636398502711 -0.032735122651748286 0.0009114068657177996 0.0 0.03271794378482015 0.9969774609184588 -0.07045698142419737 0.0 0.0013979468906646967 0.0704490053053838 0.9975137616404451
28.92 1.0 0.0 0.0 0.0 0.0 0.9994650155652642 -0.032693175106008804 0.0009084459260068553 0.0 0.03267613082163134 0.9969908855145705 -0.07028625717883182 0.0 0.0013923491764653035 0.07027833448174081 0.9975258111638198
28.93 1.0 0.0 0.0 0.0 0.0 0.999466387819062 -0.03265127899854141 0.0009054958096482669 0.0 0.03263436814948189 0.9970042356929437 -0.0701161266123669 0.0 0.0013867781054193557 0.07010825695505647 0.9975377897234026
28.94 1.0 0.0 0.0 0.0 0.0 0.9994677566212447 -0.03260943423782463 0.0009025564680982706 0.0 0.03259265568722979 0.9970175119628657 -0.0699465867409999 0.0 0.0013812335225920499 0.06993876974444045 0.9975496978189826
28.95 1.0 0.0 0.0 0.0 0.0 0.9994691219813625 -0.03256764073253337 0.0008996278530586911 0.0 0.032550993353843406 0.9970307148300346 -0.06977763459802055 0.0 0.00137571527400616 0.0697698698860739 0.9975615359467878
28.96 1.0 0.0 0.0 0.0 0.0 0.9994704839089368 -0.03252589839153843 0.0008967099164759836 0.0 0.032509381068401406 0.9970438447965756 -0.06960926723373882 0.0 0.001370223206637842 0.06960155443313717 0.9975733045995023
28.97 1.0 0.0 0.0 0.0 0.0 0.9994718424134593 -0.032484207123906296 0.0008938026105402915 0.0 0.03246781875009305 0.9970569023610586 -0.06944148171541359 0.0 0.0013647571684124676 0.06943382045573876 0.9975850042662838
28.98 1.0 0.0 0.0 0.0 0.0 0.9994731975043926 -0.032442566838898616 0.0008909058876844888 0.0 0.03242630631821809 0.9970698880185156 -0.06927427512718044 0.0 0.0013593170082004272 0.06926666504084303 0.9975966354327799
28.99 1.0 0.0 0.0 0.0 0.0 0.9994745491911701 -0.032400977445971986 0.0008880197005832379 0.0 0.032384843692187006 0.9970828022604571 -0.06910764456998036 0.0 0.001353902575812964 0.06910008529219912 0.9976081985811454
29.0 1.0 0.0 0.0 0.0 0.0 0.9994758974831959 -0.03235943885477747 0.0008851440021520316 0.0 0.03234343079152096 0.9970956455748896 -0.06894158716148749 0.0 0.0013485137219979785 0.06893407833026877 0.9976196941900596
29.01 1.0 0.0 0.0 0.0 0.0 0.9994772423898454 -0.03231795097516033 0.0008822787455462504 0.0 0.032302067535852005 0.9971084184463329 -0.0687761000360378 0.0 0.0013431502984358583 0.0687686412921551 0.997631122734743
29.02 1.0 0.0 0.0 0.0 0.0 0.9994785839204648 -0.032276513717159665 0.0008794238841602089 0.0 0.032260753844923114 0.9971211213558366 -0.06861118034455714 0.0 0.0013378121577352932 0.06860377133153067 0.9976424846869747
29.03 1.0 0.0 0.0 0.0 0.0 0.9994799220843718 -0.03223512699100793 0.0008765793716262033 0.0 0.03221948963858824 0.997133754780998 -0.06844682525448924 0.0 0.0013324991534290867 0.0684394656185658 0.997653780515109
29.04 1.0 0.0 0.0 0.0 0.0 0.9994812568908547 -0.03219379070713076 0.0008737451618135684 0.0 0.03217827483681249 0.9971463191959785 -0.06828303194972445 0.0 0.0013272111399699896 0.06827572133985715 0.9976650106840926
29.05 1.0 0.0 0.0 0.0 0.0 0.9994825883491734 -0.03215250477614642 0.0008709212088277196 0.0 0.03213710935967208 0.9971588150715212 -0.06811979763052745 0.0 0.001321947972726501 0.06811253569835571 0.9976761756554821
29.06 1.0 0.0 0.0 0.0 0.0 0.9994839164685593 -0.03211126910886564 0.0008681074670092107 0.0 0.032095993127354595 0.9971712428749675 -0.06795711951346596 0.0 0.0013167095079787052 0.06794990591329554 0.99768727588746
29.07 1.0 0.0 0.0 0.0 0.0 0.999485241258215 -0.032070083616291066 0.000865303890932776 0.0 0.0320549260601589 0.9971836030702749 -0.06779499483133852 0.0 0.0013114956029140726 0.06778782922012164 0.9976983118348529
29.08 1.0 0.0 0.0 0.0 0.0 0.9994865627273147 -0.03202894820961707 0.0008625104354063884 0.0 0.032013908078495384 0.9971958961180336 -0.06763342083310317 0.0 0.0013063061156232947 0.06762630287041875 0.9977092839491478
29.09 1.0 0.0 0.0 0.0 0.0 0.9994878808850041 -0.03198786280022922 0.0008597270554703013 0.0 0.03197293910288589 0.9972081224754835 -0.06747239478380523 0.0 0.001301140905096088 0.0674653241318393 0.9977201926785093
29.1 1.0 0.0 0.0 0.0 0.0 0.9994891957404006 -0.031946827299704106 0.0008569537063961057 0.0 0.03193201905396397 0.997220282596532 -0.06731191396450599 0.0 0.001295999831217025 0.06730489028803201 0.9977310384677966
29.11 1.0 0.0 0.0 0.0 0.0 0.9994905073025935 -0.031905841619808833 0.0008541903436857773 0.0 0.031891147852474856 0.99723237693177 -0.06715197567221065 0.0 0.001290882754761348 0.06714499863857015 0.997741821758581
29.12 1.0 0.0 0.0 0.0 0.0 0.9994918155806436 -0.03186490567250069 0.0008514369230707233 0.0 0.03185032541927556 0.9972444059284904 -0.06699257721979653 0.0 0.0012857895373907813 0.06698564649887971 0.9977525429891618
29.13 1.0 0.0 0.0 0.0 0.0 0.9994931205835837 -0.03182401936992689 0.0008486934005108394 0.0 0.03180955167533501 0.997256370030704 -0.06683371593594158 0.0 0.0012807200416493636 0.06682683120016804 0.997763202594585
29.14 1.0 0.0 0.0 0.0 0.0 0.9994944223204187 -0.03178318262442403 0.0008459597321935522 0.0 0.031768826541734095 0.997268269679157 -0.06667538916505225 0.0 0.0012756741309592522 0.06666855008935184 0.9977738010066587
29.15 1.0 0.0 0.0 0.0 0.0 0.9994957208001253 -0.03174239534851795 0.0008432358745328766 0.0 0.03172814993966579 0.9972801053113487 -0.06651759426719211 0.0 0.0012706516696165552 0.06651080052898588 0.9977843386539712
29.16 1.0 0.0 0.0 0.0 0.0 0.9994970160316525 -0.03170165745492315 0.0008405217841684584 0.0 0.03168752179043518 0.9972918773615475 -0.06636032861800971 0.0 0.0012656525227871369 0.06635357989719091 0.9977948159619076
29.17 1.0 0.0 0.0 0.0 0.0 0.9994983080239214 -0.03166096885654261 0.0008378174179646308 0.0 0.03164694201545963 0.997303586260809 -0.06620358960866711 0.0 0.0012606765565024477 0.0661968855875824 0.9978052333526669
29.18 1.0 0.0 0.0 0.0 0.0 0.9994995967858253 -0.031620329466467346 0.0008351227330094621 0.0 0.03160641053626883 0.9973152324369923 -0.06604737464576804 0.0 0.001255723637655339 0.06604071500919864 0.9978155912452792
29.19 1.0 0.0 0.0 0.0 0.0 0.99950088232623 -0.031579739197976034 0.000832437686613802 0.0 0.031565927274504836 0.997326816314778 -0.06589168115128592 0.0 0.0012507936339958754 0.065885065586429 0.9978258900556224
29.2 1.0 0.0 0.0 0.0 0.0 0.9995021646539736 -0.03153919796453471 0.0008297622363103385 0.0 0.031525492151922276 0.9973383383156846 -0.06573650656249247 0.0 0.0012458864141271658 0.0657299347589426 0.9978361301964396
29.21 1.0 0.0 0.0 0.0 0.0 0.9995034437778666 -0.03149870567979635 0.0008270963398526413 0.0 0.03148510509038829 0.9973497988580858 -0.06558184833188554 0.0 0.001241001847501169 0.06557531998161618 0.9978463120773559
29.22 1.0 0.0 0.0 0.0 0.0 0.9995047197066923 -0.03145826225760059 0.0008244399552142177 0.0 0.03144476601188278 0.9973611983572276 -0.0654277039271178 0.0 0.0012361398044145248 0.06542121872446297 0.9978564361048955
29.23 1.0 0.0 0.0 0.0 0.0 0.9995059924492066 -0.03141786761197324 0.0008217930405875567 0.0 0.03140447483849832 0.9973725372252455 -0.06527407083092446 0.0 0.0012313001560043603 0.06526762847256047 0.9978665026824989
29.24 1.0 0.0 0.0 0.0 0.0 0.9995072620109066 -0.03137752165158713 0.0008191556771479222 0.0 0.03136423140727226 0.9973838131645563 -0.06512095535200675 0.0 0.0012264833190835768 0.06511455552255246 0.9978765095062256
29.25 1.0 0.0 0.0 0.0 0.0 0.9995085284028633 -0.03133722429490148 0.0008165277334937626 0.0 0.031324035702980806 0.9973950285660214 -0.06496834854156237 0.0 0.0012216887669013272 0.06496199093848944 0.9978864589566002
29.26 1.0 0.0 0.0 0.0 0.0 0.9995097916350167 -0.031296975458668615 0.0008139091203760403 0.0 0.031283887681419834 0.997406184892861 -0.06481624447547475 0.0 0.001216916159651622 0.06480992880417681 0.997896352487322
29.27 1.0 0.0 0.0 0.0 0.0 0.999511051715994 -0.031256775057621665 0.0008112997976103746 0.0 0.031243787264608944 0.9974172825282569 -0.06466464075040118 0.0 0.0012121653751499975 0.0646583667184535 0.9979061904729977
29.28 1.0 0.0 0.0 0.0 0.0 0.999512308654396 -0.031216623006679083 0.0008086997252062187 0.0 0.031203734374695077 0.997428321852815 -0.06451353497625884 0.0 0.0012074362919410452 0.06450730229340287 0.9979159732856846
29.29 1.0 0.0 0.0 0.0 0.0 0.999513562458797 -0.03117651922094438 0.0008061088633661607 0.0 0.031163728933952476 0.9974393032445781 -0.0643629247761708 0.0 0.0012027287892953232 0.06435673315429896 0.9979257012949024
29.3 1.0 0.0 0.0 0.0 0.0 0.9995148131377452 -0.03113646361570565 0.0008035271724852092 0.0 0.03112377086478253 0.9974502270790367 -0.06421280778641146 0.0 0.0011980427472062453 0.06420665693955183 0.9979353748676448
29.31 1.0 0.0 0.0 0.0 0.0 0.9995160606997622 -0.031096456106435296 0.0008009546131500956 0.0 0.03108386008971379 0.9974610937291418 -0.06406318165635262 0.0 0.0011933780463869938 0.06405707130065379 0.9979449943683912
29.32 1.0 0.0 0.0 0.0 0.0 0.9995173051533439 -0.03105649660878955 0.0007983911461385594 0.0 0.03104399653140178 0.9974719035653155 -0.06391404404840884 0.0 0.0011887345682674078 0.06390797390212483 0.9979545601591183
29.33 1.0 0.0 0.0 0.0 0.0 0.9995185465069599 -0.031016585038608227 0.0007958367324186508 0.0 0.031004180112629023 0.9974826569554635 -0.06376539263798355 0.0 0.0011841121949908982 0.06375936242145881 0.9979640725993115
29.34 1.0 0.0 0.0 0.0 0.0 0.9995197847690537 -0.030976721311914222 0.0007932913331480157 0.0 0.03096441075630485 0.9974933542649864 -0.06361722511341439 0.0 0.0011795108094113335 0.06361123454906886 0.9979735320459774
29.35 1.0 0.0 0.0 0.0 0.0 0.9995210199480427 -0.03093690534491326 0.0007907549096731972 0.0 0.03092468838546541 0.9975039958567921 -0.06346953917591935 0.0 0.001174930295089954 0.06346358798823355 0.9979829388536543
29.36 1.0 0.0 0.0 0.0 0.0 0.9995222520523188 -0.03089713705399346 0.0007882274235289261 0.0 0.03088501292327356 0.9975145820913064 -0.06332233253954232 0.0 0.0011703705362922665 0.06331642045504256 0.9979922933744252
29.37 1.0 0.0 0.0 0.0 0.0 0.9995234810902478 -0.030857416355724945 0.0007857088364374124 0.0 0.030845384293018738 0.9975251133264859 -0.06317560293109865 0.0 0.0011658314179849413 0.06316972967834227 0.998001595957928
29.38 1.0 0.0 0.0 0.0 0.0 0.9995247070701698 -0.030817743166859545 0.000783199110307645 0.0 0.030805802418116958 0.997535589917829 -0.06302934809012126 0.0 0.001161312825832724 0.06302351339968203 0.9980108469513684
29.39 1.0 0.0 0.0 0.0 0.0 0.9995259300003994 -0.03077811740433034 0.000780698207234679 0.0 0.030766267222110653 0.9975460122183879 -0.062883565768806 0.0 0.0011568146461953235 0.06287776937325948 0.9980200466995311
29.4 1.0 0.0 0.0 0.0 0.0 0.9995271498892253 -0.030738538985251387 0.0007782060894989361 0.0 0.030726778628668672 0.9975563805787802 -0.06273825373195772 0.0 0.0011523367661243262 0.0627324953658668 0.9980291955447911
29.41 1.0 0.0 0.0 0.0 0.0 0.9995283667449107 -0.030699007826917226 0.0007757227195654917 0.0 0.030687336561586103 0.9975666953472009 -0.06259340975693571 0.0 0.0011478790733600829 0.06258768915683606 0.998038293827126
29.42 1.0 0.0 0.0 0.0 0.0 0.9995295805756935 -0.030659523846802633 0.0007732480600833752 0.0 0.030647940944784294 0.9975769568694337 -0.06244903163359969 0.0 0.0011434414563286223 0.06244334853798548 0.9980473418841274
29.43 1.0 0.0 0.0 0.0 0.0 0.9995307913897862 -0.03062008696256219 0.0007707820738848603 0.0 0.030608591702310717 0.9975871654888633 -0.06230511716425545 0.0 0.0011390238041385468 0.06229947131356499 0.9980563400510122
29.44 1.0 0.0 0.0 0.0 0.0 0.9995319991953757 -0.03058069709202988 0.0007683247239847576 0.0 0.030569288758338843 0.9975973215464865 -0.0621616641636004 0.0 0.0011346260065779278 0.06215605530020193 0.9980652886606348
29.45 1.0 0.0 0.0 0.0 0.0 0.999533204000624 -0.03054135415321881 0.0007658759735797131 0.0 0.030530032037168177 0.9976074253809243 -0.062018670458669704 0.0 0.0011302479541112189 0.06201309832684722 0.9980741880434989
29.46 1.0 0.0 0.0 0.0 0.0 0.9995344058136674 -0.030502058064320717 0.0007634357860474964 0.0 0.030490821463224044 0.9976174773284338 -0.06187613388878157 0.0 0.001125889537876143 0.06187059823472074 0.9980830385277684
29.47 1.0 0.0 0.0 0.0 0.0 0.9995356046426176 -0.03046280874370574 0.0007610041249463007 0.0 0.03045165696105763 0.9976274777229194 -0.0617340523054834 0.0 0.001121550649680607 0.06172855287725756 0.9980918404392795
29.48 1.0 0.0 0.0 0.0 0.0 0.999536800495561 -0.030423606109921907 0.00075858095401403 0.0 0.030412538455345788 0.997637426895945 -0.06159242357249716 0.0 0.0011172311819995892 0.06158696012005331 0.9981005941015526
29.49 1.0 0.0 0.0 0.0 0.0 0.999537993380559 -0.030384450081694894 0.0007561662371675998 0.0 0.030373465870891063 0.9976473251767457 -0.06145124556566546 0.0 0.0011129310279720528 0.061445817840810456 0.9981092998358037
29.5 1.0 0.0 0.0 0.0 0.0 0.9995391833056482 -0.030345340577927527 0.0007537599385022241 0.0 0.030334439132621502 0.997657172892239 -0.06131051617289694 0.0 0.0011086500813978354 0.06130512392928363 0.9981179579609558
29.51 1.0 0.0 0.0 0.0 0.0 0.99954037027884 -0.030306277517699532 0.0007513620222907155 0.0 0.030295458165590677 0.9976669703670374 -0.06117023329411233 0.0 0.0011043882367345595 0.061164876287225854 0.9981265687936515
29.52 1.0 0.0 0.0 0.0 0.0 0.9995415543081215 -0.030267260820267095 0.000748972452982776 0.0 0.03025652289497754 0.9976767179234594 -0.061030394841190036 0.0 0.0011001453890945288 0.06102507282833415 0.9981351326482631
29.53 1.0 0.0 0.0 0.0 0.0 0.9995427354014549 -0.03022829040506247 0.0007465911952042888 0.0 0.030217633246086333 0.9976864158815414 -0.06089099873791173 0.0 0.0010959214342416263 0.060885711478195215 0.9981436498369061
29.54 1.0 0.0 0.0 0.0 0.0 0.9995439135667775 -0.030189366191693705 0.000744218213756618 0.0 0.030178789144346574 0.9976960645590497 -0.06075204291990846 0.0 0.0010917162685882234 0.060746790174231596 0.9981521206694494
29.55 1.0 0.0 0.0 0.0 0.0 0.9995450888120024 -0.03015048809994414 0.0007418534736158954 0.0 0.03013999051531287 0.9977056642714922 -0.06061352533460595 0.0 0.0010875297891920705 0.060608306865647076 0.9981605454535276
29.56 1.0 0.0 0.0 0.0 0.0 0.9995462611450181 -0.030111656049772166 0.0007394969399323213 0.0 0.030101237284664965 0.9977152153321297 -0.060475443941170756 0.0 0.0010833618937532087 0.06047025951337287 0.9981689244945527
29.57 1.0 0.0 0.0 0.0 0.0 0.9995474305736884 -0.03007286996131075 0.0007371485780294519 0.0 0.030062529378207525 0.997724718051988 -0.06033779671045559 0.0 0.0010792124806108603 0.06033264609001308 0.9981772580957259
29.58 1.0 0.0 0.0 0.0 0.0 0.9995485971058532 -0.030034129754867144 0.0007348083534034993 0.0 0.03002386672187018 0.9977341727398698 -0.06020058162494549 0.0 0.00107508144874034 0.060195464579790844 0.9981855465580483
29.59 1.0 0.0 0.0 0.0 0.0 0.9995497607493277 -0.02999543535092244 0.0007324762317226193 0.0 0.029985249241707326 0.9977435797023656 -0.060063796678703096 0.0 0.0010709686977499445 0.0600587129784938 0.9981937901803339
29.6 1.0 0.0 0.0 0.0 0.0 0.999550921511903 -0.029956786670131276 0.0007301521788262106 0.0 0.02994667686389815 0.9977529392438668 -0.05992743987731482 0.0 0.0010668741278778645 0.059922389293420204 0.9982019892592204
29.61 1.0 0.0 0.0 0.0 0.0 0.9995520794013462 -0.029918183633321414 0.0007278361607242067 0.0 0.029908149514746483 0.997762251666576 -0.05979150923783634 0.0 0.0010627976399890805 0.05978649154332459 0.9982101440891813
29.62 1.0 0.0 0.0 0.0 0.0 0.9995532344253999 -0.029879626161493356 0.0007255281435963663 0.0 0.029869667120680708 0.9977715172705196 -0.059656002788738255 0.0 0.0010587391355722589 0.059651017758363456 0.9982182549625371
29.63 1.0 0.0 0.0 0.0 0.0 0.9995543865917833 -0.029841114175820048 0.0007232280937915741 0.0 0.029831229608253754 0.9977807363535596 -0.059520918569852144 0.0 0.0010546985167366638 0.0595159659800414 0.9982263221694674
29.64 1.0 0.0 0.0 0.0 0.0 0.9995555359081911 -0.02980264759764641 0.0007209359778271278 0.0 0.029792836904142913 0.9977899092114044 -0.059386254632315914 0.0 0.0010506756862090469 0.05938133426115653 0.9982343459980224
29.65 1.0 0.0 0.0 0.0 0.0 0.9995566823822943 -0.029764226348489062 0.0007186517623880375 0.0 0.029754488935149863 0.997799036137622 -0.05925200903851991 0.0 0.001046670547330558 0.05924712066574666 0.9982423267341346
29.66 1.0 0.0 0.0 0.0 0.0 0.9995578260217404 -0.029725850350035863 0.0007163754143263146 0.0 0.02971618562820048 0.9978081174236502 -0.05911817986205229 0.0 0.0010426830040536363 0.05911332326903476 0.9982502646616304
29.67 1.0 0.0 0.0 0.0 0.0 0.9995589668338659 -0.02968751952528633 0.0007141069042012544 0.0 0.029677926907789257 0.9978171532324351 -0.05898476570670019 0.0 0.0010387129920827573 0.05897994067559661 0.9982581599361148
29.68 1.0 0.0 0.0 0.0 0.0 0.9995601048221313 -0.029649233812744265 0.0007118462503362442 0.0 0.02963971266418207 0.9978261420260761 -0.05885177216456564 0.0 0.0010347608663681329 0.05884697846710531 0.998266011015693
29.69 1.0 0.0 0.0 0.0 0.0 0.9995612399989868 -0.029610993115211603 0.0007095933598667821 0.0 0.029601542868134094 0.9978350862386429 -0.058719188516141406 0.0 0.0010308260030866606 0.058714425939825475 0.9982738203226884
29.7 1.0 0.0 0.0 0.0 0.0 0.9995623723719633 -0.02957279735514399 0.0007073482005737667 0.0 0.029563417446874088 0.9978439861436108 -0.058587012918539745 0.0 0.0010269083109614877 0.058582281252391184 0.9982815881230763
29.71 1.0 0.0 0.0 0.0 0.0 0.999563501948569 -0.029534646455164126 0.0007051107403943456 0.0 0.0295253363277598 0.9978528420126419 -0.058455243538740945 0.0 0.001023007699248044 0.05845054257329387 0.9982893146810415
29.72 1.0 0.0 0.0 0.0 0.0 0.999564628736289 -0.029496540338061518 0.0007028809474213021 0.0 0.029487299438277957 0.9978616541155938 -0.058323878553552096 0.0 0.0010191240777317177 0.058319208080841234 0.9982970002589869
29.73 1.0 0.0 0.0 0.0 0.0 0.999565752742586 -0.02945847892679205 0.0007006587899024302 0.0 0.029449306706043992 0.9978704227205283 -0.05819291614956522 0.0 0.0010152573567255084 0.0581882759631154 0.9983046451175419
29.74 1.0 0.0 0.0 0.0 0.0 0.9995668739748996 -0.029420462144477716 0.0006984442362399209 0.0 0.029411358058802014 0.9978791480937199 -0.0580623545231161 0.0 0.0010114074470677034 0.058057744417931795 0.998312249515571
29.75 1.0 0.0 0.0 0.0 0.0 0.9995679924406474 -0.029382489914406205 0.0006962372549897368 0.0 0.029373453424424555 0.9978878304996648 -0.05793219188024238 0.0 0.0010075742601195318 0.05792761165279729 0.9983198137101827
29.76 1.0 0.0 0.0 0.0 0.0 0.9995691081472237 -0.029344562160030625 0.0006940378148609989 0.0 0.029335592730912532 0.9978964702010887 -0.057802426436642344 0.0 0.0010037577077628374 0.057797875884869065 0.9983273379567378
29.77 1.0 0.0 0.0 0.0 0.0 0.9995702211020008 -0.02930667880496914 0.000691845884715364 0.0 0.02929777590639504 0.9979050674589566 -0.05767305641763324 0.0 0.0009999577023977408 0.05766853534091293 0.9983348225088577
29.78 1.0 0.0 0.0 0.0 0.0 0.9995713313123282 -0.029268839773004568 0.0006896614335664037 0.0 0.029260002879129186 0.9979136225324803 -0.05754408005810964 0.0 0.000996174156940299 0.05753958825726178 0.9983422676184337
29.79 1.0 0.0 0.0 0.0 0.0 0.9995724387855335 -0.02923104498808415 0.0006874844305789907 0.0 0.02922227357750003 0.9979221356791277 -0.05741549560250218 0.0 0.0009924069848201802 0.05741103287977437 0.9983496735356348
29.8 1.0 0.0 0.0 0.0 0.0 0.9995735435289215 -0.02919329437431909 0.0006853148450686724 0.0 0.02918458793002034 0.9979306071546314 -0.0572873013047357 0.0 0.0009886560999783172 0.05728286746379351 0.9983570405089166
29.81 1.0 0.0 0.0 0.0 0.0 0.9995746455497749 -0.029155587855984315 0.000683152646501059 0.0 0.029146945865330544 0.9979390372129971 -0.057159495428188066 0.0 0.0009849214168645834 0.057155090274104904 0.9983643687850303
29.82 1.0 0.0 0.0 0.0 0.0 0.9995757448553544 -0.02911792535751804 0.0006809978044911969 0.0 0.029109347312198487 0.9979474261065124 -0.05703207624564824 0.0 0.0009812028504354458 0.057027699584895356 0.9983716586090305
29.83 1.0 0.0 0.0 0.0 0.0 0.9995768414528983 -0.029080306803521517 0.0006788502888029564 0.0 0.029071792199519393 0.9979557740857553 -0.05690504203927516 0.0 0.000977500316151642 0.05690069367971159 0.9983789102242842
29.84 1.0 0.0 0.0 0.0 0.0 0.9995779353496229 -0.0290427321187586 0.0006767100693484059 0.0 0.02903428045631562 0.9979640813996028 -0.056778391100555804 0.0 0.0009738137299758328 0.05677407085141845 0.9983861238724793
29.85 1.0 0.0 0.0 0.0 0.0 0.9995790265527227 -0.02900520122815547 0.0006745771161871979 0.0 0.028996812011736584 0.9979723482952397 -0.056652121730263995 0.0 0.0009701430083702767 0.05664782940215773 0.9983932997936331
29.86 1.0 0.0 0.0 0.0 0.0 0.9995801150693698 -0.0289677140568003 0.0006724513995259476 0.0 0.028959386795058613 0.9979805750181675 -0.05652623223841871 0.0 0.0009664880682944904 0.05652196764330652 0.9984004382261013
29.87 1.0 0.0 0.0 0.0 0.0 0.9995812009067151 -0.02893027052994281 0.0006703328897176112 0.0 0.028922004735684726 0.9979887618122122 -0.05640072094424245 0.0 0.0009628488272029102 0.056396483895435626 0.9984075394065856
29.88 1.0 0.0 0.0 0.0 0.0 0.9995822840718869 -0.02889287057299407 0.0006682215572608719 0.0 0.028884665763144607 0.9979969089195336 -0.05627558617611996 0.0 0.000959225203042565 0.056271376488268375 0.9984146035701436
29.89 1.0 0.0 0.0 0.0 0.0 0.9995833645719924 -0.028855514111526023 0.0006661173727995148 0.0 0.028847369807094344 0.998005016580634 -0.05615082627155641 0.0 0.0009556171142507315 0.056146643760638805 0.998421630950196
29.9 1.0 0.0 0.0 0.0 0.0 0.9995844424141166 -0.028818201071271254 0.0006640203071218133 0.0 0.02881011679731639 0.9980130850343661 -0.05602643957713615 0.0 0.0009520244797526081 0.056022284060450504 0.9984286217785362
29.91 1.0 0.0 0.0 0.0 0.0 0.9995855176053232 -0.028780931378122553 0.000661930331159904 0.0 0.02877290666371932 0.9980211145179428 -0.055902424448480856 0.0 0.0009484472189589705 0.055898295744634785 0.9984355762853386
29.92 1.0 0.0 0.0 0.0 0.0 0.9995865901526543 -0.028743704958132645 0.0006598474159891724 0.0 0.028735739336337773 0.9980291052669445 -0.05577877925020831 0.0 0.0009448852517638446 0.055774677179109514 0.9984424946991669
29.93 1.0 0.0 0.0 0.0 0.0 0.9995876600631303 -0.02870652173751382 0.000657771532827632 0.0 0.028698614745332265 0.9980370575153289 -0.05565550235589073 0.0 0.0009413384985421676 0.05565142673873751 0.9984493772469827
29.94 1.0 0.0 0.0 0.0 0.0 0.9995887273437504 -0.028669381642637545 0.0006557026530353018 0.0 0.028661532820989013 0.9980449714954388 -0.055532592148013066 0.0 0.0009378068801474489 0.055528542807284906 0.9984562241541546
29.95 1.0 0.0 0.0 0.0 0.0 0.9995897920014921 -0.028632284600034228 0.0006536407481135931 0.0 0.028624493493719885 0.998052847438011 -0.055410047017931834 0.0 0.0009342903179094434 0.055406023777379965 0.9984630356444659
29.96 1.0 0.0 0.0 0.0 0.0 0.9995908540433118 -0.028595230536392745 0.0006515857897046838 0.0 0.028587496694062135 0.9980606855721855 -0.05528786536583319 0.0 0.0009307887336318067 0.05528386805047129 0.9984698119401242
29.97 1.0 0.0 0.0 0.0 0.0 0.9995919134761448 -0.028558219378560224 0.0006495377495909049 0.0 0.02855054235267838 0.9980684861255131 -0.055166045600691764 0.0 0.0009273020495897691 0.055162074036786635 0.9984765532617691
