{R} <|d/dR|>_50
2.2063788000e+00 -6.5468952541e-03
2.2064249000e+00 -6.5593416163e-03
2.2064709000e+00 -6.5717538765e-03
2.2065169000e+00 -6.5841590413e-03
2.2065629000e+00 -6.5965571107e-03
2.2066090000e+00 -6.6089750140e-03
2.2066550000e+00 -6.6213588776e-03
2.2067010000e+00 -6.6337356460e-03
2.2067471000e+00 -6.6461322024e-03
2.2067931000e+00 -6.6584947656e-03
2.2068391000e+00 -6.6708502340e-03
2.2068852000e+00 -6.6832254443e-03
2.2069312000e+00 -6.6955667081e-03
2.2069772000e+00 -6.7079008773e-03
2.2070233000e+00 -6.7202547425e-03
2.2070693000e+00 -6.7325747077e-03
2.2071153000e+00 -6.7448875787e-03
2.2071614000e+00 -6.7572200996e-03
2.2072074000e+00 -6.7695187671e-03
2.2072534000e+00 -6.7818103407e-03
2.2072995000e+00 -6.7941215182e-03
2.2073455000e+00 -6.8063988890e-03
2.2073915000e+00 -6.8186691662e-03
2.2074376000e+00 -6.8309590012e-03
2.2074836000e+00 -6.8432150761e-03
2.2075296000e+00 -6.8554640577e-03
2.2075756000e+00 -6.8677059461e-03
2.2076217000e+00 -6.8799673311e-03
2.2076677000e+00 -6.8921950180e-03
2.2077137000e+00 -6.9044156120e-03
2.2077598000e+00 -6.9166556566e-03
2.2078058000e+00 -6.9288620497e-03
2.2078518000e+00 -6.9410613502e-03
2.2078979000e+00 -6.9532800554e-03
2.2079439000e+00 -6.9654651556e-03
2.2079899000e+00 -6.9776431635e-03
2.2080360000e+00 -6.9898405300e-03
2.2080820000e+00 -7.0020043383e-03
2.2081280000e+00 -7.0141610545e-03
2.2081741000e+00 -7.0263370833e-03
2.2082201000e+00 -7.0384796005e-03
2.2082661000e+00 -7.0506150259e-03
2.2083122000e+00 -7.0627697179e-03
2.2083582000e+00 -7.0748909448e-03
2.2084042000e+00 -7.0870050804e-03
2.2084502000e+00 -7.0991121246e-03
2.2084963000e+00 -7.1112383741e-03
2.2085423000e+00 -7.1233312206e-03
2.2085883000e+00 -7.1354169761e-03
2.2086344000e+00 -7.1475218909e-03
2.2086804000e+00 -7.1595934493e-03
2.2087264000e+00 -7.1716579170e-03
2.2087725000e+00 -7.1837414980e-03
2.2088185000e+00 -7.1957917691e-03
2.2088645000e+00 -7.2078349499e-03
2.2089106000e+00 -7.2198971980e-03
2.2089566000e+00 -7.2319261828e-03
2.2090026000e+00 -7.2439480775e-03
2.2090487000e+00 -7.2559889936e-03
2.2090947000e+00 -7.2679966930e-03
2.2091407000e+00 -7.2799973025e-03
2.2091868000e+00 -7.2920168875e-03
2.2092328000e+00 -7.3040033023e-03
2.2092788000e+00 -7.3159826276e-03
2.2093249000e+00 -7.3279808824e-03
2.2093709000e+00 -7.3399460136e-03
2.2094169000e+00 -7.3519040555e-03
2.2094629000e+00 -7.3638550084e-03
2.2095090000e+00 -7.3758248294e-03
2.2095550000e+00 -7.3877615889e-03
2.2096010000e+00 -7.3996912595e-03
2.2096471000e+00 -7.4116397524e-03
2.2096931000e+00 -7.4235552304e-03
2.2097391000e+00 -7.4354636198e-03
2.2097852000e+00 -7.4473907854e-03
2.2098312000e+00 -7.4592849827e-03
2.2098772000e+00 -7.4711720917e-03
2.2099233000e+00 -7.4830779311e-03
2.2099693000e+00 -7.4949508485e-03
2.2100153000e+00 -7.5068166781e-03
2.2100614000e+00 -7.5187011920e-03
2.2101074000e+00 -7.5305528306e-03
2.2101534000e+00 -7.5423973815e-03
2.2101995000e+00 -7.5542605709e-03
2.2102455000e+00 -7.5660909315e-03
2.2102915000e+00 -7.5779142048e-03
2.2103376000e+00 -7.5897560705e-03
2.2103836000e+00 -7.6015651540e-03
2.2104296000e+00 -7.6133671505e-03
2.2104756000e+00 -7.6251620601e-03
2.2105217000e+00 -7.6369755008e-03
2.2105677000e+00 -7.6487562213e-03
2.2106137000e+00 -7.6605298553e-03
2.2106598000e+00 -7.6723219745e-03
2.2107058000e+00 -7.6840814200e-03
2.2107518000e+00 -7.6958337793e-03
2.2107979000e+00 -7.7076045778e-03
2.2108439000e+00 -7.7193427493e-03
2.2108899000e+00 -7.7310738347e-03
2.2109360000e+00 -7.7428233134e-03
2.2109820000e+00 -7.7545402117e-03
2.2110280000e+00 -7.7662500242e-03
2.2110741000e+00 -7.7779781841e-03
2.2111201000e+00 -7.7896738100e-03
2.2111661000e+00 -7.8013623505e-03
2.2112122000e+00 -7.8130691924e-03
2.2112582000e+00 -7.8247435469e-03
2.2113042000e+00 -7.8364108162e-03
2.2113503000e+00 -7.8480963410e-03
2.2113963000e+00 -7.8597494250e-03
2.2114423000e+00 -7.8713954241e-03
2.2114883000e+00 -7.8830343385e-03
2.2115344000e+00 -7.8946914471e-03
2.2115804000e+00 -7.9063161769e-03
2.2116264000e+00 -7.9179338222e-03
2.2116725000e+00 -7.9295696158e-03
2.2117185000e+00 -7.9411730772e-03
2.2117645000e+00 -7.9527694544e-03
2.2118106000e+00 -7.9643839339e-03
2.2118566000e+00 -7.9759661277e-03
2.2119026000e+00 -7.9875412376e-03
2.2119487000e+00 -7.9991344039e-03
2.2119947000e+00 -8.0106953311e-03
2.2120407000e+00 -8.0222491746e-03
2.2120868000e+00 -8.0338210287e-03
2.2121328000e+00 -8.0453606900e-03
2.2121788000e+00 -8.0568932681e-03
2.2122249000e+00 -8.0684438108e-03
2.2122709000e+00 -8.0799622073e-03
2.2123169000e+00 -8.0914735208e-03
2.2123630000e+00 -8.1030027529e-03
2.2124090000e+00 -8.1144998854e-03
2.2124550000e+00 -8.1259899353e-03
2.2125010000e+00 -8.1374729026e-03
2.2125471000e+00 -8.1489737273e-03
2.2125931000e+00 -8.1604425143e-03
2.2126391000e+00 -8.1719042191e-03
2.2126852000e+00 -8.1833837354e-03
2.2127312000e+00 -8.1948312606e-03
2.2127772000e+00 -8.2062717038e-03
2.2128233000e+00 -8.2177299126e-03
2.2128693000e+00 -8.2291561768e-03
2.2129153000e+00 -8.2405753593e-03
2.2129614000e+00 -8.2520122614e-03
2.2130074000e+00 -8.2634172653e-03
2.2130534000e+00 -8.2748151878e-03
2.2130995000e+00 -8.2862307837e-03
2.2131455000e+00 -8.2976145279e-03
2.2131915000e+00 -8.3089911908e-03
2.2132376000e+00 -8.3203854811e-03
2.2132836000e+00 -8.3317479661e-03
2.2133296000e+00 -8.3431033699e-03
2.2133757000e+00 -8.3544763551e-03
2.2134217000e+00 -8.3658175813e-03
2.2134677000e+00 -8.3771517264e-03
2.2135137000e+00 -8.3884787907e-03
2.2135598000e+00 -8.3998233749e-03
2.2136058000e+00 -8.4111362620e-03
2.2136518000e+00 -8.4224420683e-03
2.2136979000e+00 -8.4337653485e-03
2.2137439000e+00 -8.4450569780e-03
2.2137899000e+00 -8.4563415268e-03
2.2138360000e+00 -8.4676435036e-03
2.2138820000e+00 -8.4789138759e-03
2.2139280000e+00 -8.4901771678e-03
2.2139741000e+00 -8.5014578416e-03
2.2140201000e+00 -8.5127069573e-03
2.2140661000e+00 -8.5239489926e-03
2.2141122000e+00 -8.5352083639e-03
2.2141582000e+00 -8.5464362234e-03
2.2142042000e+00 -8.5576570029e-03
2.2142503000e+00 -8.5688950721e-03
2.2142963000e+00 -8.5801016760e-03
2.2143423000e+00 -8.5913011999e-03
2.2143884000e+00 -8.6025179676e-03
2.2144344000e+00 -8.6137033163e-03
2.2144804000e+00 -8.6248815853e-03
2.2145264000e+00 -8.6360527744e-03
2.2145725000e+00 -8.6472411460e-03
2.2146185000e+00 -8.6583981604e-03
2.2146645000e+00 -8.6695480952e-03
2.2147106000e+00 -8.6807151664e-03
2.2147566000e+00 -8.6918509268e-03
2.2148026000e+00 -8.7029796077e-03
2.2148487000e+00 -8.7141253790e-03
2.2148947000e+00 -8.7252398859e-03
2.2149407000e+00 -8.7363473135e-03
2.2149868000e+00 -8.7474717854e-03
2.2150328000e+00 -8.7585650392e-03
2.2150788000e+00 -8.7696512139e-03
2.2151249000e+00 -8.7807543869e-03
2.2151709000e+00 -8.7918263882e-03
2.2152169000e+00 -8.8028913105e-03
2.2152630000e+00 -8.8139731851e-03
2.2153090000e+00 -8.8250239343e-03
2.2153550000e+00 -8.8360676048e-03
2.2154011000e+00 -8.8471281814e-03
2.2154471000e+00 -8.8581576790e-03
2.2154931000e+00 -8.8691800981e-03
2.2155391000e+00 -8.8801954386e-03
2.2155852000e+00 -8.8912276239e-03
2.2156312000e+00 -8.9022287920e-03
2.2156772000e+00 -8.9132228818e-03
2.2157233000e+00 -8.9242337703e-03
2.2157693000e+00 -8.9352136880e-03
2.2158153000e+00 -8.9461865275e-03
2.2158614000e+00 -8.9571761197e-03
2.2159074000e+00 -8.9681347875e-03
2.2159534000e+00 -8.9790863773e-03
2.2159995000e+00 -8.9900546737e-03
2.2160455000e+00 -9.0009920920e-03
2.2160915000e+00 -9.0119224325e-03
2.2161376000e+00 -9.0228694336e-03
2.2161836000e+00 -9.0337856030e-03
2.2162296000e+00 -9.0446946947e-03
2.2162757000e+00 -9.0556204010e-03
2.2163217000e+00 -9.0665153220e-03
2.2163677000e+00 -9.0774031654e-03
2.2164137000e+00 -9.0882839312e-03
2.2164598000e+00 -9.0991812503e-03
2.2165058000e+00 -9.1100478459e-03
2.2165518000e+00 -9.1209073641e-03
2.2165979000e+00 -9.1317833896e-03
2.2166439000e+00 -9.1426287379e-03
2.2166899000e+00 -9.1534670089e-03
2.2167360000e+00 -9.1643217412e-03
2.2167820000e+00 -9.1751458427e-03
2.2168280000e+00 -9.1859628671e-03
2.2168741000e+00 -9.1967963067e-03
2.2169201000e+00 -9.2075991618e-03
2.2169661000e+00 -9.2183949400e-03
2.2170122000e+00 -9.2292070875e-03
2.2170582000e+00 -9.2399886967e-03
2.2171042000e+00 -9.2507632293e-03
2.2171503000e+00 -9.2615540850e-03
2.2171963000e+00 -9.2723144490e-03
2.2172423000e+00 -9.2830677363e-03
2.2172884000e+00 -9.2938373009e-03
2.2173344000e+00 -9.3045764199e-03
2.2173804000e+00 -9.3153084626e-03
2.2174264000e+00 -9.3260334290e-03
2.2174725000e+00 -9.3367746111e-03
2.2175185000e+00 -9.3474854096e-03
2.2175645000e+00 -9.3581891319e-03
2.2176106000e+00 -9.3689090240e-03
2.2176566000e+00 -9.3795985788e-03
2.2177026000e+00 -9.3902810576e-03
2.2177487000e+00 -9.4009796601e-03
2.2177947000e+00 -9.4116479716e-03
2.2178407000e+00 -9.4223092073e-03
2.2178868000e+00 -9.4329865208e-03
2.2179328000e+00 -9.4436335896e-03
2.2179788000e+00 -9.4542735828e-03
2.2180249000e+00 -9.4649296076e-03
2.2180709000e+00 -9.4755554342e-03
2.2181169000e+00 -9.4861741853e-03
2.2181630000e+00 -9.4968089220e-03
2.2182090000e+00 -9.5074135069e-03
2.2182550000e+00 -9.5180110163e-03
2.2183011000e+00 -9.5286244655e-03
2.2183471000e+00 -9.5392078091e-03
2.2183931000e+00 -9.5497840775e-03
2.2184391000e+00 -9.5603532707e-03
2.2184852000e+00 -9.5709383423e-03
2.2185312000e+00 -9.5814933701e-03
2.2185772000e+00 -9.5920413229e-03
2.2186233000e+00 -9.6026051081e-03
2.2186693000e+00 -9.6131388957e-03
2.2187153000e+00 -9.6236656086e-03
2.2187614000e+00 -9.6342081078e-03
2.2188074000e+00 -9.6447206558e-03
2.2188534000e+00 -9.6552261292e-03
2.2188995000e+00 -9.6657473429e-03
2.2189455000e+00 -9.6762386519e-03
2.2189915000e+00 -9.6867228863e-03
2.2190376000e+00 -9.6972228150e-03
2.2190836000e+00 -9.7076928853e-03
2.2191296000e+00 -9.7181558813e-03
2.2191757000e+00 -9.7286345255e-03
2.2192217000e+00 -9.7390833576e-03
2.2192677000e+00 -9.7495251156e-03
2.2193138000e+00 -9.7599824759e-03
2.2193598000e+00 -9.7704100703e-03
2.2194058000e+00 -9.7808305908e-03
2.2194518000e+00 -9.7912440373e-03
2.2194979000e+00 -9.8016730248e-03
2.2195439000e+00 -9.8120723083e-03
2.2195899000e+00 -9.8224645180e-03
2.2196360000e+00 -9.8328722226e-03
2.2196820000e+00 -9.8432502696e-03
2.2197280000e+00 -9.8536212429e-03
2.2197741000e+00 -9.8640076652e-03
2.2198201000e+00 -9.8743644762e-03
2.2198661000e+00 -9.8847142136e-03
2.2199122000e+00 -9.8950793541e-03
2.2199582000e+00 -9.9054149295e-03
2.2200042000e+00 -9.9157434316e-03
2.2200503000e+00 -9.9260872907e-03
2.2200963000e+00 -9.9364016310e-03
2.2201423000e+00 -9.9467088983e-03
2.2201884000e+00 -9.9570314765e-03
2.2202344000e+00 -9.9673245825e-03
2.2202804000e+00 -9.9776106155e-03
2.2203265000e+00 -9.9879119137e-03
2.2203725000e+00 -9.9981837859e-03
2.2204185000e+00 -1.0008448585e-02
2.2204645000e+00 -1.0018706313e-02
2.2205106000e+00 -1.0028979243e-02
2.2205566000e+00 -1.0039222810e-02
2.2206026000e+00 -1.0049459305e-02
2.2206487000e+00 -1.0059710957e-02
2.2206947000e+00 -1.0069933292e-02
2.2207407000e+00 -1.0080148554e-02
2.2207868000e+00 -1.0090378929e-02
2.2208328000e+00 -1.0100580032e-02
2.2208788000e+00 -1.0110774064e-02
2.2209249000e+00 -1.0120983161e-02
2.2209709000e+00 -1.0131163034e-02
2.2210169000e+00 -1.0141335835e-02
2.2210630000e+00 -1.0151523656e-02
2.2211090000e+00 -1.0161682299e-02
2.2211550000e+00 -1.0171833870e-02
2.2212011000e+00 -1.0182000416e-02
2.2212471000e+00 -1.0192137829e-02
2.2212931000e+00 -1.0202268171e-02
2.2213392000e+00 -1.0212413442e-02
2.2213852000e+00 -1.0222529626e-02
2.2214312000e+00 -1.0232638740e-02
2.2214772000e+00 -1.0242740783e-02
2.2215233000e+00 -1.0252857693e-02
2.2215693000e+00 -1.0262945580e-02
2.2216153000e+00 -1.0273026395e-02
2.2216614000e+00 -1.0283122032e-02
2.2217074000e+00 -1.0293188691e-02
2.2217534000e+00 -1.0303248280e-02
2.2217995000e+00 -1.0313322644e-02
2.2218455000e+00 -1.0323368077e-02
2.2218915000e+00 -1.0333406440e-02
2.2219376000e+00 -1.0343459532e-02
2.2219836000e+00 -1.0353483739e-02
2.2220296000e+00 -1.0363500877e-02
2.2220757000e+00 -1.0373532697e-02
2.2221217000e+00 -1.0383535680e-02
2.2221677000e+00 -1.0393531593e-02
2.2222138000e+00 -1.0403542143e-02
2.2222598000e+00 -1.0413523901e-02
2.2223058000e+00 -1.0423498590e-02
2.2223519000e+00 -1.0433487871e-02
2.2223979000e+00 -1.0443448405e-02
2.2224439000e+00 -1.0453401871e-02
2.2224899000e+00 -1.0463348268e-02
2.2225360000e+00 -1.0473309194e-02
2.2225820000e+00 -1.0483241438e-02
2.2226280000e+00 -1.0493166612e-02
2.2226741000e+00 -1.0503106270e-02
2.2227201000e+00 -1.0513017292e-02
2.2227661000e+00 -1.0522921244e-02
2.2228122000e+00 -1.0532839635e-02
2.2228582000e+00 -1.0542729435e-02
2.2229042000e+00 -1.0552612167e-02
2.2229503000e+00 -1.0562509291e-02
2.2229963000e+00 -1.0572377871e-02
2.2230423000e+00 -1.0582239382e-02
2.2230884000e+00 -1.0592115240e-02
2.2231344000e+00 -1.0601962600e-02
2.2231804000e+00 -1.0611802892e-02
2.2232265000e+00 -1.0621657485e-02
2.2232725000e+00 -1.0631483626e-02
2.2233185000e+00 -1.0641302699e-02
2.2233645000e+00 -1.0651114704e-02
2.2234106000e+00 -1.0660940949e-02
2.2234566000e+00 -1.0670738804e-02
2.2235026000e+00 -1.0680529592e-02
2.2235487000e+00 -1.0690334573e-02
2.2235947000e+00 -1.0700111210e-02
2.2236407000e+00 -1.0709880781e-02
2.2236868000e+00 -1.0719664499e-02
2.2237328000e+00 -1.0729419920e-02
2.2237788000e+00 -1.0739168273e-02
2.2238249000e+00 -1.0748930729e-02
2.2238709000e+00 -1.0758664934e-02
2.2239169000e+00 -1.0768392072e-02
2.2239630000e+00 -1.0778133266e-02
2.2240090000e+00 -1.0787846255e-02
2.2240550000e+00 -1.0797552178e-02
2.2241011000e+00 -1.0807272112e-02
2.2241471000e+00 -1.0816963886e-02
2.2241931000e+00 -1.0826648595e-02
2.2242392000e+00 -1.0836347268e-02
2.2242852000e+00 -1.0846017828e-02
2.2243312000e+00 -1.0855681323e-02
2.2243772000e+00 -1.0865337752e-02
2.2244233000e+00 -1.0875008084e-02
2.2244693000e+00 -1.0884650366e-02
2.2245153000e+00 -1.0894285582e-02
2.2245614000e+00 -1.0903934655e-02
2.2246074000e+00 -1.0913555724e-02
2.2246534000e+00 -1.0923169728e-02
2.2246995000e+00 -1.0932797544e-02
2.2247455000e+00 -1.0942397402e-02
2.2247915000e+00 -1.0951990194e-02
2.2248376000e+00 -1.0961596752e-02
2.2248836000e+00 -1.0971175399e-02
2.2249296000e+00 -1.0980746981e-02
2.2249757000e+00 -1.0990332283e-02
2.2250217000e+00 -1.0999889719e-02
2.2250677000e+00 -1.1009440091e-02
2.2251138000e+00 -1.1019004137e-02
2.2251598000e+00 -1.1028540364e-02
2.2252058000e+00 -1.1038069527e-02
2.2252519000e+00 -1.1047612317e-02
2.2252979000e+00 -1.1057127336e-02
2.2253439000e+00 -1.1066635290e-02
2.2253899000e+00 -1.1076136179e-02
2.2254360000e+00 -1.1085650636e-02
2.2254820000e+00 -1.1095137382e-02
2.2255280000e+00 -1.1104617064e-02
2.2255741000e+00 -1.1114110267e-02
2.2256201000e+00 -1.1123575806e-02
2.2256661000e+00 -1.1133034281e-02
2.2257122000e+00 -1.1142506231e-02
2.2257582000e+00 -1.1151950564e-02
2.2258042000e+00 -1.1161387833e-02
2.2258503000e+00 -1.1170838531e-02
2.2258963000e+00 -1.1180261657e-02
2.2259423000e+00 -1.1189677721e-02
2.2259884000e+00 -1.1199107167e-02
2.2260344000e+00 -1.1208509089e-02
2.2260804000e+00 -1.1217903947e-02
2.2261265000e+00 -1.1227312143e-02
2.2261725000e+00 -1.1236692860e-02
2.2262185000e+00 -1.1246066515e-02
2.2262646000e+00 -1.1255453461e-02
2.2263106000e+00 -1.1264812974e-02
2.2263566000e+00 -1.1274165425e-02
2.2264026000e+00 -1.1283510813e-02
2.2264487000e+00 -1.1292869432e-02
2.2264947000e+00 -1.1302200680e-02
2.2265407000e+00 -1.1311524865e-02
2.2265868000e+00 -1.1320862236e-02
2.2266328000e+00 -1.1330172282e-02
2.2266788000e+00 -1.1339475265e-02
2.2267249000e+00 -1.1348791388e-02
2.2267709000e+00 -1.1358080233e-02
2.2268169000e+00 -1.1367362015e-02
2.2268630000e+00 -1.1376656891e-02
2.2269090000e+00 -1.1385924535e-02
2.2269550000e+00 -1.1395185117e-02
2.2270011000e+00 -1.1404458746e-02
2.2270471000e+00 -1.1413705190e-02
2.2270931000e+00 -1.1422944573e-02
2.2271392000e+00 -1.1432196957e-02
2.2271852000e+00 -1.1441422201e-02
2.2272312000e+00 -1.1450640385e-02
2.2272773000e+00 -1.1459871523e-02
2.2273233000e+00 -1.1469075569e-02
2.2273693000e+00 -1.1478272554e-02
2.2274153000e+00 -1.1487462478e-02
2.2274614000e+00 -1.1496665296e-02
2.2275074000e+00 -1.1505841082e-02
2.2275534000e+00 -1.1515009807e-02
2.2275995000e+00 -1.1524191380e-02
2.2276455000e+00 -1.1533345968e-02
2.2276915000e+00 -1.1542493494e-02
2.2277376000e+00 -1.1551653822e-02
2.2277836000e+00 -1.1560787211e-02
