 R   <X|d2/dR2|X>   <A|d2/dR2|A> 
5.98287 -0.0018014038822283312 -0.0018014038822283312
5.99005 -0.0017990698594491383 -0.0017990698594491383
5.99723 -0.0017984396472761283 -0.0017984396472761283
6.00442 -0.0017987850397535587 -0.0017987850397535587
6.0116 -0.0017995139175429307 -0.0017995139175429307
6.01878 -0.0018030674788917754 -0.0018030674788917754
6.02596 -0.001805549335446006 -0.001805549335446006
6.03314 -0.001810793999973824 -0.001810793999973824
6.04032 -0.0018186111191997546 -0.0018186111191997546
6.0475 -0.001827917689346145 -0.001827917689346145
6.05468 -0.0018382998739011785 -0.0018382998739011785
6.06186 -0.0018492057470095547 -0.0018492057470095547
6.06904 -0.002327461273523543 -0.002327461273523543
6.072635 -0.0023578537853951157 -0.0023578537853951157
6.07623 -0.0023891732705953097 -0.0023891732705953097
6.07982 -0.0024215536890576446 -0.0024215536890576446
6.08341 -0.0024576937784833363 -0.0024576937784833363
6.087 -0.0024962352328325357 -0.0024962352328325357
6.09059 -0.0025357089853993106 -0.0025357089853993106
6.09418 -0.002576219977913034 -0.002576219977913034
6.09777 -0.003411837695032115 -0.003411837695032115
6.09799538 -0.00341874098513392 -0.00341874098513392
6.09822076 -0.0034252059674033134 -0.0034252059674033134
6.09844614 -0.003431713329639591 -0.003431713329639591
6.09867152 -0.003438271993995952 -0.003438271993995952
6.0988969 -0.003441211580744914 -0.003441211580744914
6.09912228 -0.003448003353758783 -0.003448003353758783
6.09934766 -0.00345497681173974 -0.00345497681173974
6.09957304 -0.003461993114021516 -0.003461993114021516
6.09979842 -0.0034690054307970693 -0.0034690054307970693
6.1000238 -0.003522380509226851 -0.003522380509226851
6.1000699 -0.0035238495225270753 -0.0035238495225270753
6.1001159 -0.0035253642529650157 -0.0035253642529650157
6.1001619 -0.003526830542615399 -0.003526830542615399
6.100208 -0.003528304944829842 -0.003528304944829842
6.100254 -0.00352979778180432 -0.00352979778180432
6.1003 -0.0035312788735111615 -0.0035312788735111615
6.1003461 -0.003532754968057974 -0.003532754968057974
6.1003921 -0.0035342804353432934 -0.0035342804353432934
6.1004381 -0.003535744112893885 -0.003535744112893885
6.1004842 -0.003537227714263687 -0.003537227714263687
6.1005302 -0.0035387381329957265 -0.0035387381329957265
6.1005762 -0.0035402104083699084 -0.0035402104083699084
6.1006223 -0.003541704957567944 -0.003541704957567944
6.1006683 -0.0035431930276722235 -0.0035431930276722235
6.1007143 -0.0035447106818028104 -0.0035447106818028104
6.1007604 -0.0035461886684294867 -0.0035461886684294867
6.1008064 -0.00354767804596378 -0.00354767804596378
6.1008524 -0.003549201597337247 -0.003549201597337247
6.1008984 -0.003550697428989032 -0.003550697428989032
6.1009445 -0.003552183285494217 -0.003552183285494217
6.1009905 -0.0035537139443073875 -0.0035537139443073875
6.1010365 -0.0035552024512947554 -0.0035552024512947554
6.1010826 -0.0035566773480026435 -0.0035566773480026435
6.1011286 -0.0035582078202163287 -0.0035582078202163287
6.1011746 -0.0035596936186031714 -0.0035596936186031714
6.1012207 -0.0035612003584888034 -0.0035612003584888034
6.1012667 -0.0035626994701440204 -0.0035626994701440204
6.1013127 -0.003564206290308796 -0.003564206290308796
6.1013588 -0.0035657041709154062 -0.0035657041709154062
6.1014048 -0.0035672171218444813 -0.0035672171218444813
6.1014508 -0.0035687209563777973 -0.0035687209563777973
6.1014969 -0.0035702384996687004 -0.0035702384996687004
6.1015429 -0.0035717424589564364 -0.0035717424589564364
6.1015889 -0.003573257504446184 -0.003573257504446184
6.101635 -0.003574752743258186 -0.003574752743258186
6.101681 -0.003576288210618301 -0.003576288210618301
6.101727 -0.003577773666735833 -0.003577773666735833
6.1017731 -0.0035792990647058372 -0.0035792990647058372
6.1018191 -0.0035808120863551414 -0.0035808120863551414
6.1018651 -0.0035823471250849173 -0.0035823471250849173
6.1019111 -0.003583858300049144 -0.003583858300049144
6.1019572 -0.003585362693589607 -0.003585362693589607
6.1020032 -0.003586894232523812 -0.003586894232523812
6.1020492 -0.003588411362541776 -0.003588411362541776
6.1020953 -0.0035899324432240066 -0.0035899324432240066
6.1021413 -0.003591445949276168 -0.003591445949276168
6.1021873 -0.0035929664940771208 -0.0035929664940771208
6.1022334 -0.003594482549910862 -0.003594482549910862
6.1022794 -0.003596027013565565 -0.003596027013565565
6.1023254 -0.0035975448337835776 -0.0035975448337835776
6.1023715 -0.0035990461124713355 -0.0035990461124713355
6.1024175 -0.0036006130228473108 -0.0036006130228473108
6.1024635 -0.0036021039572567658 -0.0036021039572567658
6.1025096 -0.003603632300448137 -0.003603632300448137
6.1025556 -0.003605186714285461 -0.003605186714285461
6.1026016 -0.0036067022159907685 -0.0036067022159907685
6.1026477 -0.003608213063922211 -0.003608213063922211
6.1026937 -0.003609772832184673 -0.003609772832184673
6.1027397 -0.0036112887436193287 -0.0036112887436193287
6.1027858 -0.0036128215831620816 -0.0036128215831620816
6.1028318 -0.0036143661233438546 -0.0036143661233438546
6.1028778 -0.003615921598307274 -0.003615921598307274
6.1029238 -0.003617452267908851 -0.003617452267908851
6.1029699 -0.003618992597972914 -0.003618992597972914
6.1030159 -0.0036205374363299163 -0.0036205374363299163
6.1030619 -0.003622070571909502 -0.003622070571909502
6.103108 -0.003623603691528097 -0.003623603691528097
6.103154 -0.0036251581874601874 -0.0036251581874601874
6.1032 -0.003626693634078783 -0.003626693634078783
6.1032461 -0.0036282121477875192 -0.0036282121477875192
6.1032921 -0.0036297978409827337 -0.0036297978409827337
6.1033381 -0.003631320983716957 -0.003631320983716957
6.1033842 -0.0036328488208079396 -0.0036328488208079396
6.1034302 -0.0036344041086244163 -0.0036344041086244163
6.1034762 -0.0036359473225751524 -0.0036359473225751524
6.1035223 -0.0036375072498436804 -0.0036375072498436804
6.1035683 -0.003639068128467156 -0.003639068128467156
6.1036143 -0.0036405962958061017 -0.0036405962958061017
6.1036604 -0.003642156816251586 -0.003642156816251586
6.1037064 -0.003643719506441524 -0.003643719506441524
6.1037524 -0.003645261420098432 -0.003645261420098432
6.1037985 -0.0036468223741810074 -0.0036468223741810074
6.1038445 -0.00364839879699842 -0.00364839879699842
6.1038905 -0.0036499725343634654 -0.0036499725343634654
6.1039365 -0.003651510820515165 -0.003651510820515165
6.1039826 -0.0036530753406949423 -0.0036530753406949423
6.1040286 -0.0036546323867256312 -0.0036546323867256312
6.1040746 -0.00365619857307915 -0.00365619857307915
6.1041207 -0.003657747424473838 -0.003657747424473838
6.1041667 -0.003659327512342424 -0.003659327512342424
6.1042127 -0.0036608875945148755 -0.0036608875945148755
6.1042588 -0.0036624472158256227 -0.0036624472158256227
6.1043048 -0.0036640272131801786 -0.0036640272131801786
6.1043508 -0.003665596756291798 -0.003665596756291798
6.1043969 -0.0036671476202171168 -0.0036671476202171168
6.1044429 -0.0036687443166085907 -0.0036687443166085907
6.1044889 -0.003670296512482041 -0.003670296512482041
6.104535 -0.003671868731868141 -0.003671868731868141
6.104581 -0.003673449256669891 -0.003673449256669891
6.104627 -0.0036750081571070665 -0.0036750081571070665
6.1046731 -0.0036765882524023735 -0.0036765882524023735
6.1047191 -0.0036781621163942636 -0.0036781621163942636
6.1047651 -0.0036797765992166247 -0.0036797765992166247
6.1048111 -0.0036813341000532544 -0.0036813341000532544
6.1048572 -0.0036828993866304563 -0.0036828993866304563
6.1049032 -0.003684500929232564 -0.003684500929232564
6.1049492 -0.0036860659643838983 -0.0036860659643838983
6.1049953 -0.0036876448076887483 -0.0036876448076887483
6.1050413 -0.003689267233295518 -0.003689267233295518
6.1050873 -0.003690839647270245 -0.003690839647270245
6.1051334 -0.0036924148861292483 -0.0036924148861292483
6.1051794 -0.00369401915686222 -0.00369401915686222
6.1052254 -0.003695590270551085 -0.003695590270551085
6.1052715 -0.0036971884720119227 -0.0036971884720119227
6.1053175 -0.003698785335740904 -0.003698785335740904
6.1053635 -0.0037003707891784463 -0.0037003707891784463
6.1054096 -0.00370194922478763 -0.00370194922478763
6.1054556 -0.003703564050469737 -0.003703564050469737
6.1055016 -0.003705138123722973 -0.003705138123722973
6.1055477 -0.003706736767449644 -0.003706736767449644
6.1055937 -0.0037083523562731068 -0.0037083523562731068
6.1056397 -0.003709939220254003 -0.003709939220254003
6.1056858 -0.003711532340791595 -0.003711532340791595
6.1057318 -0.0037131521723111818 -0.0037131521723111818
6.1057778 -0.003714774617920541 -0.003714774617920541
6.1058238 -0.003716360830973333 -0.003716360830973333
6.1058699 -0.0037179544449632237 -0.0037179544449632237
6.1059159 -0.0037195870006788085 -0.0037195870006788085
6.1059619 -0.003721168536559157 -0.003721168536559157
6.106008 -0.003722768397351813 -0.003722768397351813
6.106054 -0.0037244133380878244 -0.0037244133380878244
6.1061 -0.0037259948942552014 -0.0037259948942552014
6.1061461 -0.003727610599459155 -0.003727610599459155
6.1061921 -0.0037292506668508488 -0.0037292506668508488
6.1062381 -0.0037308467207789824 -0.0037308467207789824
6.1062842 -0.0037324500114244703 -0.0037324500114244703
6.1063302 -0.0037340801263452345 -0.0037340801263452345
6.1063762 -0.0037356782875391397 -0.0037356782875391397
6.1064223 -0.003737282406656308 -0.003737282406656308
6.1064683 -0.0037389390552080553 -0.0037389390552080553
6.1065143 -0.0037405550476017485 -0.0037405550476017485
6.1065604 -0.0037421708304723124 -0.0037421708304723124
6.1066064 -0.0037438049273632243 -0.0037438049273632243
6.1066524 -0.0037454251259320236 -0.0037454251259320236
6.1066985 -0.003747037709101971 -0.003747037709101971
6.1067445 -0.003748675970736625 -0.003748675970736625
6.1067905 -0.003750326213113804 -0.003750326213113804
6.1068365 -0.0037519476755664104 -0.0037519476755664104
6.1068826 -0.0037535589822305154 -0.0037535589822305154
6.1069286 -0.0037552119300940357 -0.0037552119300940357
6.1069746 -0.003756849430463402 -0.003756849430463402
6.1070207 -0.003758460773608427 -0.003758460773608427
6.1070667 -0.003760118697268117 -0.003760118697268117
6.1071127 -0.0037617573517703166 -0.0037617573517703166
6.1071588 -0.003763382037134957 -0.003763382037134957
6.1072048 -0.0037650423021661533 -0.0037650423021661533
6.1072508 -0.0037666536946276493 -0.0037666536946276493
6.1072969 -0.003768291545158833 -0.003768291545158833
6.1073429 -0.003769958871508375 -0.003769958871508375
6.1073889 -0.003771611550220216 -0.003771611550220216
6.107435 -0.0037732230931643703 -0.0037732230931643703
6.107481 -0.0037748751846086396 -0.0037748751846086396
6.107527 -0.0037765284532101473 -0.0037765284532101473
6.1075731 -0.003778158933264829 -0.003778158933264829
6.1076191 -0.003779841068839193 -0.003779841068839193
6.1076651 -0.003781468918244517 -0.003781468918244517
6.1077112 -0.0037831243203913303 -0.0037831243203913303
6.1077572 -0.0037848055921663936 -0.0037848055921663936
6.1078032 -0.0037864861437459235 -0.0037864861437459235
6.1078492 -0.0037881343333618146 -0.0037881343333618146
6.1078953 -0.003789760775698572 -0.003789760775698572
6.1079413 -0.0037914635937447974 -0.0037914635937447974
6.1079873 -0.003793106803407925 -0.003793106803407925
6.1080334 -0.003794746662410621 -0.003794746662410621
6.1080794 -0.003796425992686684 -0.003796425992686684
6.1081254 -0.0037980874311218543 -0.0037980874311218543
6.1081715 -0.003799715872018341 -0.003799715872018341
6.1082175 -0.0038014171026638627 -0.0038014171026638627
6.1082635 -0.0038030818005502986 -0.0038030818005502986
6.1083096 -0.003804735618053209 -0.003804735618053209
6.1083556 -0.0038064265088370644 -0.0038064265088370644
6.1084016 -0.0038080757619246247 -0.0038080757619246247
6.1084477 -0.003809747381499935 -0.003809747381499935
6.1084937 -0.0038114375927447044 -0.0038114375927447044
6.1085397 -0.0038131069914564817 -0.0038131069914564817
6.1085858 -0.0038147851257021464 -0.0038147851257021464
6.1086318 -0.003801104899871498 -0.003801104899871498
6.1086778 -0.003802343654388256 -0.003802343654388256
6.1087239 -0.0038043133331368225 -0.0038043133331368225
6.1087699 -0.0038063341069454904 -0.0038063341069454904
6.1088159 -0.0038083347256709548 -0.0038083347256709548
6.1088619 -0.0038102955910841304 -0.0038102955910841304
6.108908 -0.0038122695405146466 -0.0038122695405146466
6.108954 -0.0038142762014413884 -0.0038142762014413884
6.109 -0.0038162503917333513 -0.0038162503917333513
6.1090461 -0.003818203063639427 -0.003818203063639427
6.1090921 -0.003820205831369902 -0.003820205831369902
6.1091381 -0.0038221586887253 -0.0038221586887253
6.1091842 -0.0038241394490770605 -0.0038241394490770605
6.1092302 -0.0038261308382060446 -0.0038261308382060446
6.1092762 -0.003828065981813023 -0.003828065981813023
6.1093223 -0.0038300178820126316 -0.0038300178820126316
6.1093683 -0.0038320250353017227 -0.0038320250353017227
6.1094143 -0.00383398323306594 -0.00383398323306594
6.1094604 -0.0038359148399459255 -0.0038359148399459255
6.1095064 -0.0038379216181752356 -0.0038379216181752356
6.1095524 -0.0038398569909258084 -0.0038398569909258084
6.1095985 -0.0038418214997970814 -0.0038418214997970814
6.1096445 -0.0038438018029395547 -0.0038438018029395547
6.1096905 -0.003845747731790987 -0.003845747731790987
6.1097366 -0.0038476793844917593 -0.0038476793844917593
6.1097826 -0.0038496703176698487 -0.0038496703176698487
6.1098286 -0.0038516346100903012 -0.0038516346100903012
6.1098746 -0.0038535767565528734 -0.0038535767565528734
6.1099207 -0.003855518239317512 -0.003855518239317512
6.1099667 -0.003857500518305478 -0.003857500518305478
6.1100127 -0.0038594232632853274 -0.0038594232632853274
6.1100588 -0.003861366436564502 -0.003861366436564502
6.1101048 -0.0038633480125287644 -0.0038633480125287644
6.1101508 -0.003865271143004442 -0.003865271143004442
6.1101969 -0.0038672047438444252 -0.0038672047438444252
6.1102429 -0.0038691706116875226 -0.0038691706116875226
6.1102889 -0.0038710890706556036 -0.0038710890706556036
6.110335 -0.003873030426001644 -0.003873030426001644
6.110381 -0.003874997911713444 -0.003874997911713444
6.110427 -0.003876915352061178 -0.003876915352061178
6.1104731 -0.0038788444700948604 -0.0038788444700948604
6.1105191 -0.0038807948073497417 -0.0038807948073497417
6.1105651 -0.0038827285874552847 -0.0038827285874552847
6.1106112 -0.0038846553383817565 -0.0038846553383817565
6.1106572 -0.0038866071220755465 -0.0038866071220755465
6.1107032 -0.0038885247650317705 -0.0038885247650317705
6.1107493 -0.003890442822588275 -0.003890442822588275
6.1107953 -0.0038924096910943817 -0.0038924096910943817
6.1108413 -0.0038943608026030417 -0.0038943608026030417
6.1108873 -0.00389626510419073 -0.00389626510419073
6.1109334 -0.0038981947490056494 -0.0038981947490056494
6.1109794 -0.0039001421118482673 -0.0039001421118482673
6.1110254 -0.0039020625013327366 -0.0039020625013327366
6.1110715 -0.0039039644973776926 -0.0039039644973776926
6.1111175 -0.0039059080145704118 -0.0039059080145704118
6.1111635 -0.003907826921337266 -0.003907826921337266
6.1112096 -0.003909728640873473 -0.003909728640873473
6.1112556 -0.0039116857266088 -0.0039116857266088
6.1113016 -0.0039135892988155325 -0.0039135892988155325
6.1113477 -0.0039155106720334424 -0.0039155106720334424
6.1113937 -0.003917447462749061 -0.003917447462749061
6.1114397 -0.003919351857183322 -0.003919351857183322
6.1114858 -0.003921280296510365 -0.003921280296510365
6.1115318 -0.003923204180687442 -0.003923204180687442
6.1115778 -0.003925108049633998 -0.003925108049633998
6.1116239 -0.003927009630653346 -0.003927009630653346
6.1116699 -0.003928964357192105 -0.003928964357192105
6.1117159 -0.003930900544540903 -0.003930900544540903
6.1117619 -0.0039328115271418315 -0.0039328115271418315
6.111808 -0.003934700107790722 -0.003934700107790722
6.111854 -0.003936645715189517 -0.003936645715189517
6.1119 -0.003938540882132212 -0.003938540882132212
6.1119461 -0.003940461293542104 -0.003940461293542104
6.1119921 -0.003942379824579272 -0.003942379824579272
6.1120381 -0.0039442942153806474 -0.0039442942153806474
6.1120842 -0.003946179823287199 -0.003946179823287199
6.1121302 -0.003948118874951813 -0.003948118874951813
6.1121762 -0.003950014707173895 -0.003950014707173895
6.1122223 -0.0039519181502093974 -0.0039519181502093974
6.1122683 -0.003953841183439331 -0.003953841183439331
6.1123143 -0.003955752280168275 -0.003955752280168275
6.1123604 -0.003957663415809034 -0.003957663415809034
6.1124064 -0.003959584143393309 -0.003959584143393309
6.1124524 -0.003961482730784166 -0.003961482730784166
6.1124985 -0.003963376278228453 -0.003963376278228453
6.1125445 -0.003965309690365492 -0.003965309690365492
6.1125905 -0.00396721452925687 -0.00396721452925687
6.1126366 -0.003969089091424682 -0.003969089091424682
6.1126826 -0.003971027532291777 -0.003971027532291777
6.1127286 -0.003972964712163874 -0.003972964712163874
6.1127746 -0.003974859255610146 -0.003974859255610146
6.1128207 -0.003976749921001477 -0.003976749921001477
6.1128667 -0.003978688201329258 -0.003978688201329258
6.1129127 -0.003980579902617078 -0.003980579902617078
6.1129588 -0.003982462634140231 -0.003982462634140231
6.1130048 -0.003984390535000103 -0.003984390535000103
6.1130508 -0.003986310832533861 -0.003986310832533861
6.1130969 -0.0039881993943018754 -0.0039881993943018754
6.1131429 -0.003990123102560177 -0.003990123102560177
6.1131889 -0.003992001164112317 -0.003992001164112317
6.113235 -0.003993916918627718 -0.003993916918627718
6.113281 -0.003995840093728219 -0.003995840093728219
6.113327 -0.003997717459033599 -0.003997717459033599
6.1133731 -0.003999635032010368 -0.003999635032010368
6.1134191 -0.0040015411026781645 -0.0040015411026781645
6.1134651 -0.004003431560538813 -0.004003431560538813
6.1135112 -0.004005340702291451 -0.004005340702291451
6.1135572 -0.004007257365454258 -0.004007257365454258
6.1136032 -0.004009154479047246 -0.004009154479047246
6.1136493 -0.004011049984686535 -0.004011049984686535
6.1136953 -0.004012985995235242 -0.004012985995235242
6.1137413 -0.004014902693694819 -0.004014902693694819
6.1137873 -0.004016800914005058 -0.004016800914005058
6.1138334 -0.004018696199052213 -0.004018696199052213
6.1138794 -0.004020604189870409 -0.004020604189870409
6.1139254 -0.004022507503262471 -0.004022507503262471
6.1139715 -0.004024398956088818 -0.004024398956088818
6.1140175 -0.004026332353080705 -0.004026332353080705
6.1140635 -0.004028222867729127 -0.004028222867729127
6.1141096 -0.004030131931657328 -0.004030131931657328
6.1141556 -0.004032062703819604 -0.004032062703819604
6.1142016 -0.004033942804671952 -0.004033942804671952
6.1142477 -0.004035855391994983 -0.004035855391994983
6.1142937 -0.004037769415479205 -0.004037769415479205
6.1143397 -0.0040396643638800364 -0.0040396643638800364
6.1143858 -0.004041553640138428 -0.004041553640138428
6.1144318 -0.004043499067802085 -0.004043499067802085
6.1144778 -0.004045392212054604 -0.004045392212054604
6.1145239 -0.004047280903694951 -0.004047280903694951
6.1145699 -0.004049215647970724 -0.004049215647970724
6.1146159 -0.004051105564926107 -0.004051105564926107
6.114662 -0.004053017712793749 -0.004053017712793749
6.114708 -0.0040549441616039945 -0.0040549441616039945
6.114754 -0.004056871230266045 -0.004056871230266045
6.1148 -0.004058757060960653 -0.004058757060960653
6.1148461 -0.004060673996134733 -0.004060673996134733
6.1148921 -0.0040626295220784125 -0.0040626295220784125
6.1149381 -0.004064521978125394 -0.004064521978125394
6.1149842 -0.004066400878466555 -0.004066400878466555
6.1150302 -0.004068340104174118 -0.004068340104174118
6.1150762 -0.004070237755712005 -0.004070237755712005
6.1151223 -0.00407214476428699 -0.00407214476428699
6.1151683 -0.004074086664511962 -0.004074086664511962
6.1152143 -0.004075990649331003 -0.004075990649331003
6.1152604 -0.004077880961391672 -0.004077880961391672
6.1153064 -0.004079810053297626 -0.004079810053297626
6.1153524 -0.004081717662676361 -0.004081717662676361
6.1153985 -0.004083631986242223 -0.004083631986242223
6.1154445 -0.004085567271232585 -0.004085567271232585
6.1154905 -0.004087474523227512 -0.004087474523227512
6.1155366 -0.004089374372665681 -0.004089374372665681
6.1155826 -0.004091331046988364 -0.004091331046988364
6.1156286 -0.00409321602980819 -0.00409321602980819
6.1156747 -0.004095129373942767 -0.004095129373942767
6.1157207 -0.0040970919466893 -0.0040970919466893
6.1157667 -0.004099018923933818 -0.004099018923933818
6.1158127 -0.004100931562299231 -0.004100931562299231
6.1158588 -0.004102839222378859 -0.004102839222378859
6.1159048 -0.0041047910791478515 -0.0041047910791478515
6.1159508 -0.00410670922615336 -0.00410670922615336
6.1159969 -0.004108623619566167 -0.004108623619566167
6.1160429 -0.004110554072602652 -0.004110554072602652
6.1160889 -0.00411248654180504 -0.00411248654180504
6.116135 -0.004114399811209986 -0.004114399811209986
6.116181 -0.004116348433293618 -0.004116348433293618
6.116227 -0.004118251445357278 -0.004118251445357278
6.1162731 -0.004120172399537323 -0.004120172399537323
6.1163191 -0.004122124918369226 -0.004122124918369226
6.1163651 -0.004124043203819102 -0.004124043203819102
6.1164112 -0.00412597553880534 -0.00412597553880534
6.1164572 -0.004127911233387016 -0.004127911233387016
6.1165032 -0.004129830502392982 -0.004129830502392982
6.1165493 -0.004131745775220679 -0.004131745775220679
6.1165953 -0.004133717153863942 -0.004133717153863942
6.1166413 -0.00413566681388242 -0.00413566681388242
6.1166874 -0.004137566118711844 -0.004137566118711844
6.1167334 -0.004139530602291763 -0.004139530602291763
6.1167794 -0.004141482046590267 -0.004141482046590267
6.1168254 -0.004143410248378898 -0.004143410248378898
6.1168715 -0.004145336885240426 -0.004145336885240426
6.1169175 -0.004147291470039696 -0.004147291470039696
6.1169635 -0.004149239387705234 -0.004149239387705234
6.1170096 -0.004151176667124756 -0.004151176667124756
6.1170556 -0.00415312519733753 -0.00415312519733753
6.1171016 -0.004155051426169246 -0.004155051426169246
6.1171477 -0.0041569849882403115 -0.0041569849882403115
6.1171937 -0.0041589466055918425 -0.0041589466055918425
6.1172397 -0.004160896073760605 -0.004160896073760605
6.1172858 -0.004162839924479075 -0.004162839924479075
6.1173318 -0.00416481963054257 -0.00416481963054257
6.1173778 -0.0041667521727899535 -0.0041667521727899535
6.1174239 -0.004168693224893981 -0.004168693224893981
6.1174699 -0.004170674062086109 -0.004170674062086109
6.1175159 -0.004172599791238135 -0.004172599791238135
6.117562 -0.004174548181327213 -0.004174548181327213
6.117608 -0.004176539003410401 -0.004176539003410401
6.117654 -0.0041784784000209515 -0.0041784784000209515
6.1177001 -0.004180428776604356 -0.004180428776604356
6.1177461 -0.004182416472757753 -0.004182416472757753
6.1177921 -0.004184397072497558 -0.004184397072497558
6.1178381 -0.004186341503836558 -0.004186341503836558
6.1178842 -0.00418827871923313 -0.00418827871923313
6.1179302 -0.004190293453816529 -0.004190293453816529
6.1179762 -0.004192255013065437 -0.004192255013065437
6.1180223 -0.004194205406028989 -0.004194205406028989
6.1180683 -0.004196181589037772 -0.004196181589037772
6.1181143 -0.004198135474562215 -0.004198135474562215
6.1181604 -0.004200115700149031 -0.004200115700149031
6.1182064 -0.004202103626961775 -0.004202103626961775
6.1182524 -0.004204067783074501 -0.004204067783074501
6.1182985 -0.004206012838515289 -0.004206012838515289
6.1183445 -0.004193208166995066 -0.004193208166995066
6.1183905 -0.004187482149491784 -0.004187482149491784
6.1184366 -0.004189850327049733 -0.004189850327049733
6.1184826 -0.004192250365445013 -0.004192250365445013
6.1185286 -0.004194621578583364 -0.004194621578583364
6.1185747 -0.004196983942953684 -0.004196983942953684
